age,money,salary,financial_products
42,669000000,62000000,407
34,570000000,36400000,35
19,610000000,47900000,420
65,903000000,67200000,136
79,214000000,55600000,461
80,984000000,69800000,199
69,82000000,51200000,239
78,224000000,71800000,214
41,8000000,86400000,457
92,101000000,58300000,377
97,202000000,56700000,224
60,974000000,83600000,56
99,175000000,63900000,208
68,450000000,24000000,306
89,774000000,73400000,338
99,377000000,47700000,74
5,139000000,84100000,213
44,279000000,45700000,300
71,790000000,76600000,375
32,60000000,38000000,122
3,584000000,94800000,458
98,42000000,29700000,1
52,768000000,77400000,96
57,537000000,28500000,273
4,283000000,83700000,1
15,391000000,70400000,370
56,886000000,38800000,118
94,793000000,76200000,188
16,773000000,29900000,313
11,970000000,41100000,273
45,962000000,85300000,285
7,667000000,98800000,381
59,107000000,41300000,406
39,232000000,28200000,140
75,259000000,93700000,309
13,956000000,98200000,359
10,839000000,42100000,332
23,709000000,24600000,6
93,844000000,70400000,330
94,728000000,68400000,113
98,786000000,43800000,438
5,412000000,90400000,320
70,393000000,90500000,31
93,739000000,98600000,116
76,822000000,97300000,153
83,200000000,98300000,338
15,444000000,30500000,465
14,46000000,99100000,134
81,768000000,54600000,373
73,726000000,68800000,247
61,802000000,55700000,316
96,880000000,33900000,376
16,276000000,62700000,230
73,48000000,42100000,57
45,891000000,97700000,329
33,667000000,78600000,382
51,705000000,37300000,166
76,591000000,82200000,60
23,410000000,75000000,78
47,886000000,99400000,338
17,738000000,28700000,447
62,187000000,27100000,137
17,584000000,78700000,277
44,468000000,92100000,173
19,170000000,24300000,70
82,348000000,61800000,63
33,126000000,27500000,248
96,341000000,84500000,104
74,678000000,65600000,20
82,691000000,61400000,342
79,111000000,48200000,303
34,56000000,67000000,388
65,143000000,74600000,169
17,154000000,57500000,78
73,719000000,28700000,417
2,875000000,62100000,341
4,153000000,40600000,183
23,267000000,81900000,12
22,856000000,71500000,274
67,881000000,82700000,216
61,496000000,34300000,403
9,641000000,73700000,440
98,217000000,49500000,161
55,819000000,88400000,369
72,876000000,53700000,334
30,479000000,99400000,150
40,48000000,37700000,37
85,67000000,33300000,44
39,173000000,28200000,434
46,18000000,36800000,212
97,121000000,49200000,217
23,86000000,67300000,163
93,512000000,58300000,197
6,297000000,28300000,16
27,318000000,91900000,236
29,236000000,31200000,353
19,265000000,66100000,428
58,783000000,52900000,423
74,873000000,57200000,299
96,360000000,89600000,346
80,904000000,62700000,345
99,409000000,31700000,120
43,145000000,72300000,139
49,903000000,90100000,89
56,277000000,50000000,346
16,277000000,91600000,213
26,240000000,73700000,372
34,560000000,57400000,56
18,769000000,70600000,436
23,774000000,80900000,261
68,478000000,28900000,238
39,341000000,27000000,286
78,394000000,35800000,164
87,924000000,77100000,188
42,239000000,59200000,336
99,467000000,91000000,161
97,757000000,98300000,1
83,345000000,29400000,62
56,408000000,53500000,91
20,448000000,47800000,195
53,541000000,66100000,225
22,514000000,39700000,336
29,867000000,79400000,25
68,472000000,82300000,152
54,136000000,47000000,80
41,115000000,42600000,75
59,908000000,40500000,111
46,653000000,66700000,150
22,382000000,75700000,166
95,854000000,97900000,181
50,584000000,27100000,367
34,598000000,88600000,394
23,64000000,58000000,359
47,923000000,70000000,170
84,978000000,98700000,357
21,346000000,44200000,256
92,164000000,68100000,441
52,854000000,81800000,314
55,176000000,48100000,257
58,76000000,43800000,366
86,830000000,46600000,333
68,266000000,36700000,231
79,639000000,35900000,340
98,449000000,59400000,411
1,896000000,43800000,322
34,362000000,54100000,212
38,27000000,39900000,295
32,254000000,73300000,187
91,368000000,93100000,440
45,708000000,37300000,275
42,807000000,43800000,468
38,280000000,29600000,453
33,857000000,93700000,213
5,300000000,77600000,31
56,111000000,80500000,34
59,290000000,37400000,97
2,801000000,98700000,83
57,427000000,83500000,126
73,345000000,36600000,244
10,999000000,25400000,103
27,324000000,97900000,395
13,904000000,97200000,240
95,717000000,37000000,39
89,296000000,59000000,118
46,295000000,29900000,369
75,589000000,65200000,358
19,412000000,53800000,347
23,180000000,92700000,43
27,975000000,76700000,362
100,270000000,58100000,58
20,266000000,77700000,60
73,829000000,34000000,149
96,804000000,98800000,85
17,677000000,80500000,190
17,182000000,59300000,161
96,14000000,80100000,173
72,952000000,72600000,406
8,98000000,66300000,405
89,249000000,30600000,409
99,576000000,75600000,92
43,600000000,92000000,108
37,687000000,59300000,73
56,974000000,57400000,319
48,475000000,54300000,396
37,812000000,28700000,100
44,665000000,37900000,15
23,375000000,39800000,247
45,194000000,89200000,206
46,622000000,83600000,58
26,529000000,74500000,457
26,778000000,69800000,22
1,530000000,45600000,63
77,492000000,88100000,318
79,149000000,84500000,249
86,40000000,78000000,192
34,242000000,96900000,225
21,910000000,55700000,32
66,599000000,37900000,244
75,256000000,44400000,91
100,21000000,81200000,282
72,303000000,91000000,6
82,968000000,93600000,200
45,30000000,79700000,149
29,894000000,71200000,243
47,702000000,63600000,36
86,554000000,92600000,473
60,236000000,39200000,48
40,920000000,72900000,10
62,534000000,92100000,180
91,321000000,49200000,183
69,781000000,61600000,444
74,992000000,77900000,266
87,535000000,72200000,284
52,145000000,69300000,371
29,735000000,36200000,120
67,878000000,36400000,406
31,464000000,28700000,24
86,401000000,48400000,296
9,496000000,48400000,362
42,698000000,84900000,13
21,643000000,24900000,236
94,161000000,58400000,140
25,776000000,53300000,42
26,503000000,43200000,406
38,662000000,52200000,276
1,198000000,39700000,41
37,368000000,32700000,385
48,570000000,85400000,392
3,225000000,78100000,394
89,138000000,44900000,300
83,256000000,85700000,76
43,396000000,49900000,284
86,749000000,88600000,197
78,126000000,43700000,37
13,519000000,81700000,289
95,342000000,62700000,157
71,782000000,26000000,463
28,735000000,86100000,176
1,346000000,73700000,230
93,171000000,85700000,127
6,698000000,39800000,288
7,790000000,27800000,261
88,914000000,88600000,458
52,823000000,44600000,303
16,997000000,48000000,384
67,401000000,91700000,388
67,348000000,96500000,432
96,662000000,81100000,47
57,344000000,91600000,249
56,708000000,36100000,81
15,780000000,89600000,272
38,334000000,96600000,289
63,620000000,46000000,267
81,632000000,93800000,433
9,936000000,85000000,110
52,562000000,24400000,403
26,302000000,33400000,342
70,539000000,66200000,412
63,484000000,60200000,120
16,140000000,97100000,302
86,884000000,66400000,395
88,639000000,92500000,161
44,379000000,84100000,354
25,371000000,39700000,430
71,410000000,25500000,31
67,905000000,75900000,467
5,225000000,85400000,3
64,360000000,45900000,420
36,40000000,33200000,264
46,518000000,63300000,60
31,891000000,63100000,304
37,719000000,93200000,314
63,308000000,36700000,364
75,288000000,86700000,474
22,24000000,61900000,152
89,851000000,44300000,418
33,227000000,87500000,378
21,397000000,31600000,16
25,54000000,32400000,161
60,785000000,32400000,421
67,477000000,83400000,119
67,998000000,31700000,52
25,205000000,79100000,194
84,2000000,29400000,367
75,866000000,44500000,212
83,574000000,26700000,287
49,682000000,86700000,99
71,915000000,82000000,311
63,741000000,44200000,200
5,182000000,31300000,394
83,286000000,74000000,275
86,784000000,75700000,34
11,197000000,79400000,197
73,968000000,32400000,422
72,914000000,53100000,123
42,560000000,27800000,38
65,562000000,89400000,265
99,137000000,74400000,442
31,906000000,83300000,9
23,885000000,63300000,352
70,179000000,38900000,184
25,225000000,36700000,431
22,218000000,96000000,10
19,574000000,77800000,321
56,780000000,24400000,305
26,961000000,94300000,189
11,414000000,62800000,309
2,939000000,63000000,258
48,43000000,57900000,17
40,727000000,56500000,297
31,6000000,46400000,52
22,173000000,44600000,95
66,542000000,96400000,422
75,272000000,71300000,279
10,169000000,78100000,319
84,909000000,37800000,45
23,528000000,81700000,209
70,886000000,74900000,160
37,500000000,83500000,15
10,35000000,73000000,95
3,543000000,92800000,323
86,361000000,79400000,247
32,44000000,66200000,409
22,763000000,87300000,257
14,664000000,46900000,314
48,675000000,59700000,417
50,55000000,59400000,401
30,901000000,47700000,229
80,256000000,92000000,175
28,513000000,92900000,353
53,302000000,91800000,276
37,432000000,98700000,386
95,58000000,38300000,182
10,839000000,78500000,133
65,767000000,96700000,269
24,740000000,84300000,172
51,375000000,51600000,37
88,422000000,37200000,16
23,408000000,72200000,55
56,779000000,76600000,140
24,936000000,58300000,345
12,675000000,68000000,269
31,932000000,31800000,14
7,870000000,95600000,279
96,575000000,89400000,350
49,591000000,41200000,61
98,353000000,58500000,218
13,277000000,27900000,21
31,912000000,82700000,79
60,460000000,33000000,469
42,343000000,60800000,344
45,432000000,40600000,462
51,780000000,77200000,410
13,598000000,42600000,403
20,206000000,58600000,162
19,683000000,79600000,327
67,72000000,28300000,324
6,305000000,44600000,432
98,659000000,63800000,79
82,969000000,46100000,381
87,966000000,40100000,26
10,518000000,58600000,215
66,315000000,92300000,298
3,560000000,44400000,348
24,448000000,36000000,170
7,885000000,68500000,21
36,849000000,39600000,384
90,502000000,66100000,260
11,249000000,32300000,29
80,186000000,51400000,277
88,546000000,92200000,94
47,537000000,97100000,427
16,453000000,58600000,141
90,560000000,53800000,434
8,363000000,41300000,30
81,213000000,52900000,243
56,38000000,74100000,33
89,923000000,67500000,171
94,947000000,41100000,290
96,744000000,39700000,320
62,866000000,30900000,412
12,445000000,31700000,343
90,336000000,62200000,138
23,303000000,78700000,37
16,556000000,54000000,246
13,906000000,58500000,151
71,81000000,93600000,163
31,37000000,99900000,42
73,717000000,65300000,175
6,873000000,96100000,358
53,843000000,59300000,224
44,753000000,75200000,195
21,566000000,80600000,16
54,576000000,85600000,429
58,423000000,84200000,460
45,245000000,38300000,441
10,771000000,32800000,289
47,680000000,64200000,245
13,695000000,61400000,204
38,179000000,84800000,311
61,283000000,90100000,194
39,760000000,47500000,386
26,619000000,80400000,141
1,389000000,50900000,400
47,941000000,52900000,115
57,532000000,44500000,91
61,327000000,38600000,181
61,565000000,85500000,208
29,781000000,81300000,167
54,806000000,88800000,211
31,969000000,57600000,313
46,905000000,84500000,321
38,857000000,86300000,431
16,630000000,47500000,321
89,10000000,33000000,360
27,583000000,80300000,168
76,596000000,69300000,288
92,320000000,37300000,131
91,28000000,42100000,30
94,124000000,65500000,41
81,9000000,52400000,437
66,957000000,33100000,296
45,709000000,81800000,84
96,407000000,44800000,236
88,463000000,79100000,77
79,196000000,30900000,419
87,283000000,69900000,247
43,961000000,76400000,421
97,775000000,55900000,278
18,260000000,74100000,419
17,935000000,97500000,446
29,711000000,53600000,346
91,204000000,25500000,205
29,382000000,44800000,117
18,79000000,87600000,346
98,260000000,78000000,76
52,80000000,91100000,157
95,692000000,93800000,4
14,782000000,59000000,325
31,546000000,34700000,320
82,618000000,44700000,422
69,325000000,95400000,79
55,497000000,66500000,175
98,831000000,64200000,408
93,332000000,97000000,370
44,605000000,36200000,198
35,858000000,81900000,325
100,201000000,73500000,394
98,787000000,74600000,214
24,327000000,40900000,207
54,980000000,65400000,348
68,57000000,69900000,39
1,646000000,25600000,129
68,44000000,67300000,364
75,90000000,94200000,332
94,920000000,30000000,192
71,942000000,82700000,254
6,259000000,34800000,72
80,241000000,69400000,335
79,20000000,97800000,95
79,626000000,96900000,83
72,268000000,68000000,61
8,468000000,43800000,346
79,639000000,80100000,445
39,133000000,37400000,245
66,786000000,58700000,276
6,268000000,35200000,147
89,717000000,42600000,173
49,643000000,81700000,83
18,631000000,38300000,51
76,880000000,42200000,468
27,84000000,69300000,226
20,64000000,35200000,360
86,319000000,72000000,268
77,366000000,79000000,340
33,176000000,46900000,462
25,670000000,43800000,148
51,504000000,42900000,135
88,854000000,65900000,319
95,849000000,61000000,429
93,489000000,89200000,22
77,476000000,74800000,399
65,839000000,38600000,465
22,851000000,58700000,341
49,7000000,31100000,128
11,420000000,78300000,121
60,231000000,82800000,269
48,249000000,45800000,447
95,681000000,72700000,464
89,322000000,36300000,8
27,36000000,52000000,8
18,551000000,42300000,126
75,394000000,68200000,12
39,855000000,48300000,106
77,76000000,88500000,170
39,306000000,58900000,366
81,859000000,64200000,398
2,491000000,32700000,177
40,745000000,70600000,350
61,443000000,95900000,62
49,649000000,71800000,174
91,462000000,51900000,50
41,403000000,81600000,388
6,642000000,35400000,4
6,942000000,26900000,9
73,345000000,92900000,445
59,959000000,92300000,408
83,190000000,64700000,472
34,469000000,52400000,422
10,486000000,69900000,117
57,894000000,86200000,145
4,846000000,59900000,259
95,263000000,92400000,374
1,395000000,76900000,148
36,123000000,30100000,310
30,969000000,86800000,199
39,445000000,60100000,193
84,913000000,26700000,360
9,421000000,31800000,63
7,463000000,53500000,345
45,772000000,62700000,138
97,675000000,28000000,179
97,766000000,62900000,128
15,390000000,38600000,424
14,314000000,31800000,430
81,371000000,64700000,186
41,368000000,85400000,9
68,345000000,50500000,340
33,604000000,67000000,222
76,454000000,71700000,177
19,682000000,59700000,239
35,925000000,91300000,239
48,31000000,69900000,57
87,615000000,89400000,264
10,227000000,46500000,431
77,64000000,98200000,470
65,625000000,33500000,452
84,198000000,24500000,305
51,124000000,24600000,369
94,84000000,93400000,140
12,507000000,90700000,418
53,51000000,84600000,409
96,888000000,52700000,459
10,705000000,90200000,344
67,388000000,87500000,295
28,361000000,67100000,126
28,648000000,38800000,51
62,63000000,32700000,472
67,315000000,76000000,274
7,312000000,66700000,183
64,525000000,95700000,359
100,654000000,53200000,176
42,658000000,39500000,331
15,5000000,68100000,438
58,744000000,81400000,106
65,980000000,36200000,269
10,31000000,65200000,317
87,354000000,30600000,81
22,668000000,25200000,278
6,208000000,54400000,274
74,405000000,84300000,190
21,141000000,38500000,329
10,824000000,30700000,6
68,869000000,85200000,420
83,706000000,67400000,238
66,15000000,88000000,155
26,780000000,69600000,383
41,356000000,74900000,102
18,95000000,31700000,270
34,76000000,75500000,32
36,155000000,69300000,281
1,205000000,95900000,146
95,40000000,89300000,242
91,161000000,46900000,302
42,372000000,54800000,83
6,507000000,32700000,96
28,304000000,38400000,342
18,447000000,40000000,326
77,185000000,81100000,359
51,872000000,44700000,331
46,826000000,96400000,67
15,727000000,33900000,319
87,258000000,39700000,270
54,223000000,76500000,276
91,9000000,99900000,346
4,695000000,66500000,238
42,110000000,37400000,135
4,53000000,90300000,258
31,340000000,67400000,439
11,384000000,54700000,311
69,53000000,70400000,32
98,662000000,33700000,418
52,692000000,54800000,122
88,796000000,47700000,339
86,380000000,46500000,3
26,915000000,52200000,166
87,751000000,94500000,341
63,221000000,56700000,420
83,157000000,65700000,177
33,296000000,50600000,83
92,85000000,38800000,442
97,389000000,94400000,32
39,57000000,84300000,74
36,589000000,71900000,10
72,53000000,96100000,113
69,496000000,87300000,36
23,10000000,99800000,160
46,698000000,31000000,284
96,998000000,41100000,203
56,931000000,88600000,252
37,54000000,58700000,66
19,856000000,84700000,193
83,238000000,48400000,223
38,369000000,67100000,273
7,227000000,73200000,316
33,557000000,67100000,266
7,604000000,44200000,291
11,196000000,61100000,344
21,627000000,39900000,249
5,887000000,42800000,433
69,735000000,82600000,62
91,634000000,46400000,73
74,228000000,41800000,205
1,991000000,98900000,217
74,143000000,66100000,462
32,396000000,29400000,222
68,413000000,61700000,373
71,195000000,34600000,391
34,343000000,79900000,276
7,450000000,83000000,67
53,883000000,93300000,142
53,434000000,56000000,161
59,875000000,52700000,454
66,126000000,36700000,187
97,206000000,56800000,92
53,972000000,46200000,356
91,850000000,77500000,381
44,777000000,27000000,78
20,494000000,36900000,57
46,742000000,26100000,7
93,3000000,87200000,3
13,75000000,78300000,402
41,906000000,43500000,34
38,557000000,83600000,379
59,451000000,80800000,384
41,742000000,45700000,175
28,247000000,56900000,32
46,700000000,43400000,164
47,99000000,64400000,166
48,671000000,80400000,14
36,126000000,75100000,402
12,376000000,55200000,449
96,183000000,91600000,200
84,929000000,66000000,163
77,955000000,42200000,171
83,635000000,73000000,192
75,273000000,24100000,179
3,621000000,35700000,355
55,214000000,82600000,123
6,407000000,52700000,329
14,614000000,65000000,58
64,320000000,26000000,301
64,531000000,67800000,346
99,328000000,39100000,160
79,557000000,66500000,411
74,134000000,26800000,41
77,161000000,42900000,385
84,886000000,72400000,222
51,519000000,82600000,196
31,71000000,29500000,386
78,212000000,35600000,425
46,131000000,28100000,178
30,837000000,36400000,224
19,191000000,50300000,15
79,700000000,31000000,94
48,605000000,30200000,104
80,87000000,41200000,328
90,316000000,83700000,73
67,935000000,69500000,46
25,371000000,67700000,204
97,570000000,67800000,154
41,683000000,55200000,262
54,636000000,73800000,64
89,664000000,78100000,239
58,986000000,92400000,223
19,218000000,71700000,180
36,519000000,68100000,338
67,362000000,45700000,291
94,141000000,37700000,419
54,820000000,73200000,281
37,357000000,84000000,319
42,432000000,27600000,329
6,828000000,41400000,203
26,94000000,67000000,321
99,281000000,55900000,79
37,55000000,69600000,346
59,553000000,57100000,411
73,765000000,95000000,463
88,882000000,74600000,293
4,494000000,49000000,401
37,261000000,94600000,1
85,702000000,46800000,446
90,449000000,99000000,325
28,317000000,30600000,27
81,909000000,30700000,432
19,587000000,55700000,34
98,606000000,52700000,473
91,944000000,86300000,109
24,212000000,37100000,270
8,992000000,90700000,439
39,503000000,64500000,40
39,808000000,32800000,292
100,989000000,99100000,314
86,132000000,32100000,386
1,984000000,61100000,246
27,328000000,57800000,238
93,429000000,58100000,137
16,12000000,87200000,50
51,422000000,88500000,233
88,283000000,68700000,184
46,556000000,70500000,2
75,33000000,38900000,350
60,459000000,52200000,169
41,316000000,79300000,100
84,840000000,70900000,170
92,439000000,48200000,290
15,305000000,47300000,397
48,203000000,30300000,32
33,496000000,43300000,467
28,583000000,78700000,14
93,136000000,32700000,218
62,918000000,78100000,120
26,372000000,84000000,29
57,38000000,91800000,206
89,898000000,73700000,424
72,29000000,30400000,65
79,411000000,50500000,180
56,928000000,87600000,22
69,25000000,88900000,306
34,199000000,70800000,462
87,762000000,84400000,136
95,689000000,78900000,159
31,517000000,72500000,284
59,799000000,34100000,433
54,652000000,74700000,441
6,376000000,54400000,290
43,812000000,31400000,146
33,893000000,60500000,236
5,283000000,74500000,70
46,943000000,95800000,45
83,676000000,39900000,191
31,321000000,56600000,407
84,382000000,24000000,348
43,891000000,42800000,381
94,570000000,61600000,310
96,933000000,28600000,58
83,391000000,40700000,311
21,673000000,80900000,183
56,374000000,61500000,85
74,932000000,47300000,373
96,53000000,70700000,443
54,49000000,38300000,240
100,546000000,28500000,43
20,513000000,47000000,211
25,661000000,41900000,252
52,933000000,61400000,174
23,199000000,51500000,117
9,268000000,70600000,283
23,627000000,86300000,390
86,215000000,65100000,461
16,404000000,33300000,80
63,586000000,41100000,16
53,827000000,68500000,458
32,719000000,83000000,70
69,911000000,91500000,251
65,655000000,33400000,109
34,853000000,52800000,447
29,757000000,56300000,36
41,557000000,77800000,36
74,264000000,52100000,424
32,209000000,44900000,297
74,624000000,77500000,147
75,269000000,49900000,237
62,297000000,44600000,86
45,283000000,30100000,450
9,42000000,81200000,327
65,629000000,57100000,94
5,785000000,78000000,359
61,496000000,66200000,250
67,615000000,84300000,21
39,513000000,70100000,111
80,555000000,28600000,288
70,374000000,44700000,219
53,349000000,43500000,198
72,287000000,63800000,285
96,761000000,50400000,334
69,501000000,69300000,9
49,181000000,49400000,447
36,301000000,24300000,292
1,256000000,27600000,197
57,79000000,56300000,39
16,531000000,42400000,93
59,370000000,31000000,16
46,527000000,78800000,32
78,599000000,41100000,476
43,91000000,36200000,268
14,820000000,57600000,28
33,464000000,88900000,164
9,12000000,51900000,407
31,520000000,64600000,441
59,52000000,97900000,128
13,273000000,25400000,389
92,22000000,83600000,136
21,263000000,74300000,83
30,614000000,57800000,84
29,256000000,52000000,354
31,783000000,38100000,363
21,876000000,36400000,32
8,885000000,95500000,179
77,501000000,62200000,99
57,953000000,74300000,226
24,299000000,74900000,320
13,802000000,55400000,143
45,585000000,87100000,375
95,327000000,43500000,57
10,482000000,41500000,45
92,165000000,68100000,223
62,227000000,26400000,397
54,944000000,71000000,469
81,821000000,52500000,357
81,467000000,41000000,396
6,395000000,51400000,330
80,621000000,66800000,198
95,32000000,69100000,12
11,79000000,91200000,419
30,652000000,40000000,336
88,137000000,59700000,102
72,407000000,56700000,180
45,348000000,69100000,6
2,9000000,71900000,101
12,90000000,89700000,269
36,556000000,76700000,183
20,343000000,87900000,237
63,275000000,77300000,248
94,425000000,79600000,16
87,292000000,36000000,153
26,640000000,33900000,195
34,915000000,94500000,258
96,715000000,27700000,45
50,832000000,30900000,254
5,66000000,89600000,100
96,575000000,46700000,221
19,934000000,79400000,141
73,769000000,82700000,185
67,241000000,80300000,68
80,340000000,98200000,416
5,403000000,44600000,317
14,654000000,63000000,12
100,945000000,41500000,30
82,682000000,72700000,461
10,18000000,45400000,115
62,230000000,54300000,379
3,407000000,74400000,149
36,64000000,47100000,287
7,619000000,94800000,397
20,202000000,54800000,112
99,180000000,57100000,302
48,471000000,89500000,361
14,704000000,85100000,306
63,971000000,84000000,29
6,641000000,46800000,290
41,720000000,51700000,140
58,495000000,37700000,164
70,960000000,81100000,410
20,584000000,89500000,381
5,865000000,27600000,264
43,217000000,88500000,417
9,939000000,78600000,181
54,162000000,74200000,382
75,644000000,57400000,343
87,29000000,58900000,26
69,508000000,89900000,67
42,491000000,77900000,282
10,919000000,80800000,99
65,541000000,35200000,31
97,15000000,35000000,155
59,568000000,68600000,345
19,735000000,93900000,109
68,994000000,81900000,442
39,675000000,57100000,361
67,184000000,69700000,122
26,85000000,97500000,391
63,339000000,33300000,251
27,239000000,81400000,122
68,695000000,97900000,451
56,85000000,31900000,114
49,515000000,75500000,260
20,906000000,43300000,341
26,82000000,96900000,410
81,621000000,79700000,200
61,218000000,69500000,123
86,857000000,55300000,212
45,167000000,46500000,337
96,525000000,39000000,326
71,193000000,38900000,349
67,408000000,42600000,68
93,791000000,56800000,75
60,952000000,79100000,317
7,376000000,84800000,173
7,414000000,78200000,469
84,599000000,89600000,256
38,616000000,43400000,155
81,803000000,31400000,256
75,774000000,98400000,207
57,522000000,48100000,374
8,550000000,80600000,342
19,737000000,59700000,264
96,112000000,73700000,231
47,400000000,67700000,52
90,933000000,28000000,140
40,184000000,61200000,272
75,383000000,74100000,435
39,542000000,38200000,273
72,56000000,61600000,296
95,660000000,50800000,263
76,155000000,34100000,269
1,904000000,98900000,323
90,957000000,52600000,31
54,178000000,57100000,266
94,76000000,59200000,140
4,433000000,99900000,72
8,287000000,42900000,196
100,745000000,47100000,163
63,843000000,62000000,392
72,14000000,33100000,208
66,640000000,87900000,232
6,616000000,51800000,55
58,310000000,58600000,411
99,414000000,37300000,110
31,181000000,36100000,261
4,869000000,50200000,203
22,693000000,77600000,349
6,855000000,55600000,421
14,967000000,90500000,338
84,192000000,71000000,145
50,735000000,54100000,67
82,598000000,29200000,194
14,50000000,84000000,51
26,280000000,43800000,215
63,439000000,31000000,206
66,421000000,71900000,86
39,727000000,76700000,455
20,186000000,80700000,78
37,327000000,70100000,294
54,401000000,73000000,304
98,386000000,78000000,100
86,565000000,36400000,247
13,899000000,82800000,353
18,968000000,63800000,392
53,322000000,40300000,93
23,573000000,27200000,303
99,111000000,29200000,311
35,154000000,83200000,422
54,131000000,41900000,269
65,163000000,54400000,216
23,459000000,32500000,365
76,345000000,96600000,256
62,652000000,34700000,156
70,922000000,94200000,322
98,934000000,60000000,375
31,91000000,31100000,316
14,642000000,36500000,394
16,620000000,27000000,410
27,120000000,35800000,397
4,109000000,81100000,121
69,589000000,45300000,71
68,499000000,52600000,366
93,29000000,36400000,324
65,658000000,27200000,277
10,353000000,56200000,81
89,201000000,40300000,279
6,438000000,76800000,50
61,750000000,24700000,108
87,468000000,94800000,434
94,788000000,86400000,464
3,581000000,38800000,252
22,352000000,65700000,345
64,392000000,35800000,395
91,237000000,83200000,201
89,665000000,30600000,436
38,918000000,42700000,348
93,573000000,76400000,85
33,815000000,66400000,191
39,291000000,28400000,148
41,376000000,64300000,234
62,114000000,66600000,399
13,277000000,32600000,223
16,549000000,46700000,92
13,467000000,96000000,243
98,381000000,71700000,167
33,366000000,72800000,79
16,735000000,69600000,324
17,688000000,48000000,31
70,671000000,80900000,401
78,325000000,98200000,407
51,597000000,77200000,367
81,647000000,68200000,412
33,209000000,92700000,35
67,487000000,84100000,74
37,48000000,43100000,379
36,413000000,32500000,360
27,2000000,83000000,102
30,673000000,24200000,396
83,468000000,64700000,239
67,19000000,26400000,334
64,59000000,35600000,240
69,78000000,84100000,113
35,663000000,47300000,299
79,661000000,43900000,375
76,497000000,88100000,131
69,614000000,48000000,459
94,203000000,99900000,1
59,861000000,57800000,73
26,962000000,65300000,430
25,193000000,50200000,278
5,384000000,87700000,7
90,331000000,39600000,331
89,274000000,61400000,89
87,765000000,78500000,154
45,198000000,71700000,274
93,574000000,91100000,88
39,855000000,66400000,313
65,673000000,97400000,148
64,332000000,84400000,9
17,420000000,24600000,309
90,515000000,41200000,288
18,342000000,94400000,452
92,104000000,70800000,215
39,837000000,46400000,312
14,212000000,53700000,226
100,856000000,52900000,194
21,714000000,53700000,17
19,748000000,65600000,426
68,758000000,35400000,430
44,959000000,87500000,154
70,848000000,27600000,108
26,580000000,50100000,81
54,205000000,55800000,378
35,53000000,53000000,460
100,358000000,40900000,42
68,789000000,66900000,275
99,787000000,33200000,471
36,775000000,32500000,118
36,889000000,92000000,392
84,830000000,31600000,152
73,649000000,81000000,303
63,814000000,24200000,351
90,909000000,61600000,297
19,906000000,78900000,137
57,457000000,61800000,261
91,724000000,54000000,181
14,598000000,25600000,336
75,104000000,50800000,319
55,645000000,95800000,82
61,394000000,37500000,240
15,348000000,42100000,55
2,210000000,36100000,269
82,753000000,28100000,196
44,395000000,85100000,219
81,904000000,83100000,364
30,899000000,37200000,297
8,257000000,80300000,179
56,43000000,36100000,412
13,308000000,71700000,389
48,81000000,62600000,406
29,239000000,25900000,173
42,695000000,79700000,200
8,169000000,36000000,293
79,472000000,24500000,428
25,28000000,87100000,133
32,103000000,44600000,128
29,962000000,49100000,324
49,720000000,81100000,323
40,402000000,54400000,127
63,403000000,56400000,415
86,479000000,46800000,218
51,125000000,60700000,204
9,910000000,39900000,321
48,14000000,53100000,230
41,295000000,37400000,110
94,567000000,74700000,131
12,804000000,70500000,343
90,304000000,28100000,396
64,471000000,76900000,28
84,718000000,40800000,463
92,531000000,95700000,215
84,12000000,83300000,352
5,823000000,53500000,258
17,931000000,81100000,157
7,756000000,96400000,346
60,532000000,30600000,326
100,206000000,24100000,104
37,194000000,24600000,329
6,461000000,58700000,170
53,615000000,70300000,187
69,162000000,91300000,302
92,93000000,57100000,312
46,942000000,28500000,204
22,92000000,78800000,468
66,171000000,48200000,10
48,792000000,52600000,236
47,336000000,32100000,166
2,292000000,82500000,200
28,479000000,85700000,160
1,682000000,43600000,447
66,851000000,66400000,286
24,66000000,97500000,242
38,406000000,79900000,337
66,523000000,53700000,57
80,786000000,49000000,188
87,882000000,68400000,87
82,518000000,73000000,242
53,293000000,82100000,199
56,506000000,41800000,244
62,839000000,56700000,120
31,149000000,53500000,263
44,384000000,41900000,61
53,868000000,99400000,193
58,822000000,50500000,143
61,664000000,52800000,144
26,150000000,54500000,54
29,135000000,73200000,137
54,616000000,97300000,154
50,701000000,32900000,80
21,794000000,81100000,326
43,48000000,55200000,270
37,7000000,57400000,129
13,302000000,94500000,72
20,791000000,74900000,449
82,59000000,25700000,401
17,717000000,65100000,394
4,479000000,35900000,360
52,993000000,62800000,449
58,606000000,97600000,178
94,28000000,29100000,62
86,900000000,49800000,399
76,344000000,62100000,12
63,698000000,67000000,441
87,387000000,28600000,164
36,390000000,34000000,89
96,541000000,41700000,218
31,198000000,98400000,473
91,963000000,72700000,171
61,383000000,89200000,335
60,393000000,29200000,14
98,78000000,46900000,231
20,751000000,34600000,457
59,570000000,40100000,198
7,316000000,95600000,205
57,242000000,32700000,282
90,853000000,50800000,93
68,49000000,48300000,281
5,529000000,26200000,428
85,395000000,66700000,25
60,169000000,58700000,405
